instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
4332801,16925,20MICRONS-BE,20 MICRONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1025,4,21STCENMGM,21ST CENTURY MGMT SERVICE,0.0,,0.0,0.05,1,EQ,NSE,NSE
3343617,13061,360ONE,360 ONE WAM,0.0,,0.0,0.05,1,EQ,NSE,NSE
3585025,14004,364D010224-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4526849,17683,364D010824-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3926785,15339,364D020524-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3014657,11776,364D021123-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3489281,13630,364D040124-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3832065,14969,364D040424-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4385537,17131,364D040724-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4714497,18416,364D050924-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2925825,11429,364D051023-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4270337,16681,364D060624-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3701249,14458,364D070324-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3342337,13056,364D071223-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3618817,14136,364D080224-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4571649,17858,364D080824-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4020481,15705,364D090524-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3044865,11894,364D091123-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3514369,13728,364D110124-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3848961,15035,364D110424-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4419841,17265,364D110724-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2948865,11519,364D121023-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4312833,16847,364D130624-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3730689,14573,364D140324-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2804225,10954,364D140923-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3363329,13138,364D141223-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3627777,14171,364D150224-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4044545,15799,364D160524-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4636673,18112,364D160824-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3069697,11991,364D161123-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3530753,13792,364D180124-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3870721,15120,364D180424-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4436993,17332,364D180724-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2972417,11611,364D191023-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4337153,16942,364D200624-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2831105,11059,364D210923-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3395073,13262,364D211223-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3656961,14285,364D220224-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3755265,14669,364D220324-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4666369,18228,364D220824-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4127745,16124,364D230524-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3166721,12370,364D231123-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3909889,15273,364D250424-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4472321,17470,364D250724-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3567361,13935,364D260124-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2998017,11711,364D271023-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4354305,17009,364D280624-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2893569,11303,364D280923-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3432193,13407,364D281223-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3682305,14384,364D290224-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3810817,14886,364D290324-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4695041,18340,364D290824-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4201473,16412,364D300524-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3260929,12738,364D301123-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1595393,6232,3IINFOLTD,3I INFOTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
121345,474,3MINDIA,3M INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
664321,2595,3PLAND,3P LAND HOLDINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1438977,5621,3RDROCK-IT,,0.0,,0.0,0.05,5200,EQ,NSE,NSE
242433,947,448GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1782273,6962,456GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
273665,1069,45AS23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1504257,5876,469ML23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1788417,6986,473KA23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1724417,6736,474KA23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1761793,6882,47KA23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1421825,5554,495ML24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1413889,5523,497AS24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5611009,21918,503KL24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5701121,22270,505RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
274177,1071,512BR24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
269825,1054,515GS2025-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
528129,2063,518KL24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4857857,18976,522GS2025-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
192513,752,524AS24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1678081,6555,525AS24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
193281,755,527BR24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2013185,7864,527GJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
38913,152,528BR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
309761,1210,532AS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
466177,1821,532AS26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
309505,1209,532CG25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
435201,1700,532RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
248577,971,535CG25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
387329,1513,535RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
213761,835,538CG25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5643521,22045,538RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
779009,3043,539GJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5718785,22339,539RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
514817,2011,539RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
308993,1207,53BR25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
72449,283,53RJ23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5716737,22331,540CG24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5717505,22334,541AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
434433,1697,541GA25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
681473,2662,542RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
779777,3046,543BR24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5308417,20736,544AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5606401,21900,544KL24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5191937,20281,545AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5637633,22022,545RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
515073,2012,546PY25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5659905,22109,546TN24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
648449,2533,547AS24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5645057,22051,547RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5708801,22300,549RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
150273,587,54BR24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
696833,2722,54KL24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5746177,22446,552AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
649217,2536,552MP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5610753,21917,553KL25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
819713,3202,563GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5608193,21907,565KL24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5645313,22052,565RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1167873,4562,565TN25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
39681,155,568MH24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5542145,21649,56HR24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3073,12,56MH24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
106497,416,56RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
482817,1886,572BR26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1713921,6695,574GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
72961,285,575AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5613569,21928,575KA25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
214017,836,575PY26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5646081,22055,575RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5658881,22105,575TN25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5661953,22117,576TN24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1999105,7809,577GJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2050049,8008,577GJ25A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5706753,22292,577GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5606913,21902,577KL25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4827393,18857,579GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
73729,288,579KL24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
16129,63,57BR24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5613313,21927,57KA26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
20481,80,57MH24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
495617,1936,582BR26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
466945,1824,582RJ27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5681409,22193,582TS24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
343297,1341,585GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
435969,1703,588CG26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
780545,3049,588GJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5298433,20697,589AP25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5735425,22404,589RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2050305,8009,58MH25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5643777,22046,58RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5609217,21911,591KL25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
370945,1449,593CG26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
682241,2665,593RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
108289,423,594CG25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
817665,3194,594RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5662977,22121,595TN25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1505281,5880,596PY26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
483073,1887,597CG27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1758977,6871,597GS2025-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1414401,5525,599MP26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5679105,22184,59TS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
113921,445,5PAISA,5PAISA CAPITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
1757697,6866,601GS2028-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1534465,5994,601RJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5649665,22069,603RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
107009,418,604AS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1801729,7038,604AS26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1589505,6209,604GJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5735169,22403,604KL25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
15873,62,605AS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1169921,4570,605RJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1788673,6987,607RJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1613825,6304,609AS26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5614081,21930,609KA28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
544001,2125,609RJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1283073,5012,610GS2031-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5613825,21929,612KA27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1758209,6868,613GS2028-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
900097,3516,613RJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5644033,22047,616RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
437505,1709,617KL27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5681665,22194,617TS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
782849,3058,618GJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2020353,7892,618GJ26A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3648257,14251,618GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
543489,2123,619AS26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4857089,18973,619GS2034-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
515329,2013,61CG27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
931329,3638,61RJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
214273,837,61RJ27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
569345,2224,621AS26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
243969,953,622GS2035-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
348417,1361,622KL27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1504513,5877,623RJ27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5539841,21640,624HR26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1364481,5330,624MH26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5618433,21947,624MH28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1244929,4863,624RJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5679873,22187,624TS26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
